net.minecraft.GameVersion,net.minecraft.util.MinecraftVersion
net.minecraft.network.play.client.CPacketClientSettings,net.minecraft.network.play.client.CClientSettingsPacket
net.minecraft.network.play.client.CPacketClientStatus,net.minecraft.network.play.client.CClientStatusPacket
net.minecraft.network.play.client.CPacketClientStatus.State,net.minecraft.network.play.client.CClientStatusPacket.State
net.minecraft.network.play.client.CPacketCloseWindow,net.minecraft.network.play.client.CCloseWindowPacket
net.minecraft.network.play.client.CPacketConfirmTeleport,net.minecraft.network.play.client.CConfirmTeleportPacket
net.minecraft.network.play.client.CPacketConfirmTransaction,net.minecraft.network.play.client.CConfirmTransactionPacket
net.minecraft.network.play.client.CPacketCreativeInventoryAction,net.minecraft.network.play.client.CCreativeInventoryActionPacket
net.minecraft.network.play.client.CPacketCustomPayload,net.minecraft.network.play.client.CCustomPayloadPacket
net.minecraft.network.play.client.CPacketEditBook,net.minecraft.network.play.client.CEditBookPacket
net.minecraft.network.play.client.CPacketEnchantItem,net.minecraft.network.play.client.CEnchantItemPacket
net.minecraft.network.play.client.CPacketEntityAction,net.minecraft.network.play.client.CEntityActionPacket
net.minecraft.network.play.client.CPacketEntityAction.Action,net.minecraft.network.play.client.CEntityActionPacket.Action
net.minecraft.network.play.client.CPacketHeldItemChange,net.minecraft.network.play.client.CHeldItemChangePacket
net.minecraft.network.play.client.CPacketInput,net.minecraft.network.play.client.CInputPacket
net.minecraft.network.play.client.CPacketKeepAlive,net.minecraft.network.play.client.CKeepAlivePacket
net.minecraft.network.play.client.CPacketLockDifficulty,net.minecraft.network.play.client.CLockDifficultyPacket
net.minecraft.network.play.client.CPacketNBTQueryEntity,net.minecraft.network.play.client.CQueryEntityNBTPacket
net.minecraft.network.play.client.CPacketNBTQueryTileEntity,net.minecraft.network.play.client.CQueryTileEntityNBTPacket
net.minecraft.network.play.client.CPacketPickItem,net.minecraft.network.play.client.CPickItemPacket
net.minecraft.network.play.client.CPacketPlaceRecipe,net.minecraft.network.play.client.CPlaceRecipePacket
net.minecraft.network.play.client.CPacketPlayer,net.minecraft.network.play.client.CPlayerPacket
net.minecraft.network.play.client.CPacketPlayer.Position,net.minecraft.network.play.client.CPlayerPacket.PositionPacket
net.minecraft.network.play.client.CPacketPlayer.PositionRotation,net.minecraft.network.play.client.CPlayerPacket.PositionRotationPacket
net.minecraft.network.play.client.CPacketPlayer.Rotation,net.minecraft.network.play.client.CPlayerPacket.RotationPacket
net.minecraft.network.play.client.CPacketPlayerAbilities,net.minecraft.network.play.client.CPlayerAbilitiesPacket
net.minecraft.network.play.client.CPacketPlayerDigging,net.minecraft.network.play.client.CPlayerDiggingPacket
net.minecraft.network.play.client.CPacketPlayerDigging.Action,net.minecraft.network.play.client.CPlayerDiggingPacket.Action
net.minecraft.network.play.client.CPacketPlayerTryUseItem,net.minecraft.network.play.client.CPlayerTryUseItemPacket
net.minecraft.network.play.client.CPacketPlayerTryUseItemOnBlock,net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket
net.minecraft.network.play.client.CPacketRecipeInfo,net.minecraft.network.play.client.CRecipeInfoPacket
net.minecraft.network.play.client.CPacketRecipeInfo.Purpose,net.minecraft.network.play.client.CRecipeInfoPacket.Purpose
net.minecraft.network.play.client.CPacketRenameItem,net.minecraft.network.play.client.CRenameItemPacket
net.minecraft.network.play.client.CPacketResourcePackStatus,net.minecraft.network.play.client.CResourcePackStatusPacket
net.minecraft.network.play.client.CPacketResourcePackStatus.Action,net.minecraft.network.play.client.CResourcePackStatusPacket.Action
net.minecraft.network.play.client.CPacketSeenAdvancements,net.minecraft.network.play.client.CSeenAdvancementsPacket
net.minecraft.network.play.client.CPacketSeenAdvancements.Action,net.minecraft.network.play.client.CSeenAdvancementsPacket.Action
net.minecraft.network.play.client.CPacketSelectTrade,net.minecraft.network.play.client.CSelectTradePacket
net.minecraft.network.play.client.CPacketSetDifficulty,net.minecraft.network.play.client.CSetDifficultyPacket
net.minecraft.network.play.client.CPacketSpectate,net.minecraft.network.play.client.CSpectatePacket
net.minecraft.network.play.client.CPacketSteerBoat,net.minecraft.network.play.client.CSteerBoatPacket
net.minecraft.network.play.client.CPacketTabComplete,net.minecraft.network.play.client.CTabCompletePacket
net.minecraft.network.play.client.CPacketUpdateBeacon,net.minecraft.network.play.client.CUpdateBeaconPacket
net.minecraft.network.play.client.CPacketUpdateCommandBlock,net.minecraft.network.play.client.CUpdateCommandBlockPacket
net.minecraft.network.play.client.CPacketUpdateCommandMinecart,net.minecraft.network.play.client.CUpdateMinecartCommandBlockPacket
net.minecraft.network.play.client.CPacketUpdateJigsawBlock,net.minecraft.network.play.client.CUpdateJigsawBlockPacket
net.minecraft.network.play.client.CPacketUpdateSign,net.minecraft.network.play.client.CUpdateSignPacket
net.minecraft.network.play.client.CPacketUpdateStructureBlock,net.minecraft.network.play.client.CUpdateStructureBlockPacket
net.minecraft.network.play.client.CPacketUseEntity,net.minecraft.network.play.client.CUseEntityPacket
net.minecraft.network.play.client.CPacketUseEntity.Action,net.minecraft.network.play.client.CUseEntityPacket.Action
net.minecraft.network.play.client.CPacketVehicleMove,net.minecraft.network.play.client.CMoveVehiclePacket
net.minecraft.network.play.server.SPacketAdvancementInfo,net.minecraft.network.play.server.SAdvancementInfoPacket
net.minecraft.network.play.server.SPacketAnimation,net.minecraft.network.play.server.SAnimateHandPacket
net.minecraft.network.play.server.SPacketBlockAction,net.minecraft.network.play.server.SBlockActionPacket
net.minecraft.network.play.server.SPacketBlockBreakAnim,net.minecraft.network.play.server.SAnimateBlockBreakPacket
net.minecraft.network.play.server.SPacketBlockChange,net.minecraft.network.play.server.SChangeBlockPacket
net.minecraft.network.play.server.SPacketCamera,net.minecraft.network.play.server.SCameraPacket
net.minecraft.network.play.server.SPacketChangeGameState,net.minecraft.network.play.server.SChangeGameStatePacket
net.minecraft.network.play.server.SPacketChat,net.minecraft.network.play.server.SChatPacket
net.minecraft.network.play.server.SPacketChunkData,net.minecraft.network.play.server.SChunkDataPacket
net.minecraft.network.play.server.SPacketCloseWindow,net.minecraft.network.play.server.SCloseWindowPacket
net.minecraft.network.play.server.SPacketCollectItem,net.minecraft.network.play.server.SCollectItemPacket
net.minecraft.network.play.server.SPacketCombatEvent,net.minecraft.network.play.server.SCombatPacket
net.minecraft.network.play.server.SPacketCombatEvent.Event,net.minecraft.network.play.server.SCombatPacket.Event
net.minecraft.network.play.server.SPacketCommandList,net.minecraft.network.play.server.SCommandListPacket
net.minecraft.network.play.server.SPacketCommandList.Entry,net.minecraft.network.play.server.SCommandListPacket.Entry
net.minecraft.network.play.server.SPacketConfirmTransaction,net.minecraft.network.play.server.SConfirmTransactionPacket
net.minecraft.network.play.server.SPacketCooldown,net.minecraft.network.play.server.SCooldownPacket
net.minecraft.network.play.server.SPacketCustomPayload,net.minecraft.network.play.server.SCustomPayloadPlayPacket
net.minecraft.network.play.server.SPacketCustomSound,net.minecraft.network.play.server.SPlaySoundPacket
net.minecraft.network.play.server.SPacketDestroyEntities,net.minecraft.network.play.server.SDestroyEntitiesPacket
net.minecraft.network.play.server.SPacketDisconnect,net.minecraft.network.play.server.SDisconnectPacket
net.minecraft.network.play.server.SPacketDisplayObjective,net.minecraft.network.play.server.SDisplayObjectivePacket
net.minecraft.network.play.server.SPacketEffect,net.minecraft.network.play.server.SPlaySoundEventPacket
net.minecraft.network.play.server.SPacketEntity,net.minecraft.network.play.server.SEntityPacket
net.minecraft.network.play.server.SPacketEntity.Look,net.minecraft.network.play.server.SEntityPacket.LookPacket
net.minecraft.network.play.server.SPacketEntity.Move,net.minecraft.network.play.server.SEntityPacket.MovePacket
net.minecraft.network.play.server.SPacketEntity.RelMove,net.minecraft.network.play.server.SEntityPacket.RelativeMovePacket
net.minecraft.network.play.server.SPacketEntityAttach,net.minecraft.network.play.server.SMountEntityPacket
net.minecraft.network.play.server.SPacketEntityEffect,net.minecraft.network.play.server.SPlayEntityEffectPacket
net.minecraft.network.play.server.SPacketEntityEquipment,net.minecraft.network.play.server.SEntityEquipmentPacket
net.minecraft.network.play.server.SPacketEntityHeadLook,net.minecraft.network.play.server.SEntityHeadLookPacket
net.minecraft.network.play.server.SPacketEntityMetadata,net.minecraft.network.play.server.SEntityMetadataPacket
net.minecraft.network.play.server.SPacketEntityProperties,net.minecraft.network.play.server.SEntityPropertiesPacket
net.minecraft.network.play.server.SPacketEntityProperties.Snapshot,net.minecraft.network.play.server.SEntityPropertiesPacket.Snapshot
net.minecraft.network.play.server.SPacketEntitySoundEffect,net.minecraft.network.play.server.SSpawnMovingSoundEffectPacket
net.minecraft.network.play.server.SPacketEntityStatus,net.minecraft.network.play.server.SEntityStatusPacket
net.minecraft.network.play.server.SPacketEntityTeleport,net.minecraft.network.play.server.SEntityTeleportPacket
net.minecraft.network.play.server.SPacketEntityVelocity,net.minecraft.network.play.server.SEntityVelocityPacket
net.minecraft.network.play.server.SPacketExplosion,net.minecraft.network.play.server.SExplosionPacket
net.minecraft.network.play.server.SPacketHeldItemChange,net.minecraft.network.play.server.SHeldItemChangePacket
net.minecraft.network.play.server.SPacketJoinGame,net.minecraft.network.play.server.SJoinGamePacket
net.minecraft.network.play.server.SPacketKeepAlive,net.minecraft.network.play.server.SKeepAlivePacket
net.minecraft.network.play.server.SPacketMaps,net.minecraft.network.play.server.SMapDataPacket
net.minecraft.network.play.server.SPacketMerchantOffers,net.minecraft.network.play.server.SMerchantOffersPacket
net.minecraft.network.play.server.SPacketMoveVehicle,net.minecraft.network.play.server.SMoveVehiclePacket
net.minecraft.network.play.server.SPacketMultiBlockChange,net.minecraft.network.play.server.SMultiBlockChangePacket
net.minecraft.network.play.server.SPacketMultiBlockChange.BlockUpdateData,net.minecraft.network.play.server.SMultiBlockChangePacket.UpdateData
net.minecraft.network.play.server.SPacketNBTQueryResponse,net.minecraft.network.play.server.SQueryNBTResponsePacket
net.minecraft.network.play.server.SPacketOpenBook,net.minecraft.network.play.server.SOpenBookWindowPacket
net.minecraft.network.play.server.SPacketOpenHorseInventory,net.minecraft.network.play.server.SOpenHorseWindowPacket
net.minecraft.network.play.server.SPacketOpenMenu,net.minecraft.network.play.server.SOpenWindowPacket
net.minecraft.network.play.server.SPacketParticles,net.minecraft.network.play.server.SSpawnParticlePacket
net.minecraft.network.play.server.SPacketPlaceGhostRecipe,net.minecraft.network.play.server.SPlaceGhostRecipePacket
net.minecraft.network.play.server.SPacketPlayerAbilities,net.minecraft.network.play.server.SPlayerAbilitiesPacket
net.minecraft.network.play.server.SPacketPlayerListHeaderFooter,net.minecraft.network.play.server.SPlayerListHeaderFooterPacket
net.minecraft.network.play.server.SPacketPlayerListItem,net.minecraft.network.play.server.SPlayerListItemPacket
net.minecraft.network.play.server.SPacketPlayerListItem.Action,net.minecraft.network.play.server.SPlayerListItemPacket.Action
net.minecraft.network.play.server.SPacketPlayerListItem.AddPlayerData,net.minecraft.network.play.server.SPlayerListItemPacket.AddPlayerData
net.minecraft.network.play.server.SPacketPlayerLook,net.minecraft.network.play.server.SPlayerLookPacket
net.minecraft.network.play.server.SPacketPlayerPosLook,net.minecraft.network.play.server.SPlayerPositionLookPacket
net.minecraft.network.play.server.SPacketPlayerPosLook.EnumFlags,net.minecraft.network.play.server.SPlayerPositionLookPacket.Flags
net.minecraft.network.play.server.SPacketRecipeBook,net.minecraft.network.play.server.SRecipeBookPacket
net.minecraft.network.play.server.SPacketRecipeBook.State,net.minecraft.network.play.server.SRecipeBookPacket.State
net.minecraft.network.play.server.SPacketRemoveEntityEffect,net.minecraft.network.play.server.SRemoveEntityEffectPacket
net.minecraft.network.play.server.SPacketResourcePackSend,net.minecraft.network.play.server.SSendResourcePackPacket
net.minecraft.network.play.server.SPacketRespawn,net.minecraft.network.play.server.SRespawnPacket
net.minecraft.network.play.server.SPacketScoreboardObjective,net.minecraft.network.play.server.SScoreboardObjectivePacket
net.minecraft.network.play.server.SPacketSelectAdvancementsTab,net.minecraft.network.play.server.SSelectAdvancementsTabPacket
net.minecraft.network.play.server.SPacketServerDifficulty,net.minecraft.network.play.server.SServerDifficultyPacket
net.minecraft.network.play.server.SPacketSetExperience,net.minecraft.network.play.server.SSetExperiencePacket
net.minecraft.network.play.server.SPacketSetPassengers,net.minecraft.network.play.server.SSetPassengersPacket
net.minecraft.network.play.server.SPacketSetSlot,net.minecraft.network.play.server.SSetSlotPacket
net.minecraft.network.play.server.SPacketSignEditorOpen,net.minecraft.network.play.server.SOpenSignMenuPacket
net.minecraft.network.play.server.SPacketSoundEffect,net.minecraft.network.play.server.SPlaySoundEffectPacket
net.minecraft.network.play.server.SPacketSpawnExperienceOrb,net.minecraft.network.play.server.SSpawnExperienceOrbPacket
net.minecraft.network.play.server.SPacketSpawnGlobalEntity,net.minecraft.network.play.server.SSpawnGlobalEntityPacket
net.minecraft.network.play.server.SPacketSpawnMob,net.minecraft.network.play.server.SSpawnMobPacket
net.minecraft.network.play.server.SPacketSpawnObject,net.minecraft.network.play.server.SSpawnObjectPacket
net.minecraft.network.play.server.SPacketSpawnPainting,net.minecraft.network.play.server.SSpawnPaintingPacket
net.minecraft.network.play.server.SPacketSpawnPlayer,net.minecraft.network.play.server.SSpawnPlayerPacket
net.minecraft.network.play.server.SPacketSpawnPosition,net.minecraft.network.play.server.SSpawnPositionPacket
net.minecraft.network.play.server.SPacketStatistics,net.minecraft.network.play.server.SStatisticsPacket
net.minecraft.network.play.server.SPacketStopSound,net.minecraft.network.play.server.SStopSoundPacket
net.minecraft.network.play.server.SPacketTabComplete,net.minecraft.network.play.server.STabCompletePacket
net.minecraft.network.play.server.SPacketTagsList,net.minecraft.network.play.server.STagsListPacket
net.minecraft.network.play.server.SPacketTeams,net.minecraft.network.play.server.STeamsPacket
net.minecraft.network.play.server.SPacketTimeUpdate,net.minecraft.network.play.server.SUpdateTimePacket
net.minecraft.network.play.server.SPacketTitle,net.minecraft.network.play.server.STitlePacket
net.minecraft.network.play.server.SPacketTitle.Type,net.minecraft.network.play.server.STitlePacket.Type
net.minecraft.network.play.server.SPacketUnloadChunk,net.minecraft.network.play.server.SUnloadChunkPacket
net.minecraft.network.play.server.SPacketUpdateBossInfo,net.minecraft.network.play.server.SUpdateBossInfoPacket
net.minecraft.network.play.server.SPacketUpdateBossInfo.Operation,net.minecraft.network.play.server.SUpdateBossInfoPacket.Operation
net.minecraft.network.play.server.SPacketUpdateChunkPos,net.minecraft.network.play.server.SUpdateChunkPositionPacket
net.minecraft.network.play.server.SPacketUpdateHealth,net.minecraft.network.play.server.SUpdateHealthPacket
net.minecraft.network.play.server.SPacketUpdateLight,net.minecraft.network.play.server.SUpdateLightPacket
net.minecraft.network.play.server.SPacketUpdateRecipes,net.minecraft.network.play.server.SUpdateRecipesPacket
net.minecraft.network.play.server.SPacketUpdateScore,net.minecraft.network.play.server.SUpdateScorePacket
net.minecraft.network.play.server.SPacketUpdateTileEntity,net.minecraft.network.play.server.SUpdateTileEntityPacket
net.minecraft.network.play.server.SPacketUpdateViewDistance,net.minecraft.network.play.server.SUpdateViewDistancePacket
net.minecraft.network.play.server.SPacketWindowItems,net.minecraft.network.play.server.SWindowItemsPacket
net.minecraft.network.play.server.SPacketWindowProperty,net.minecraft.network.play.server.SWindowPropertyPacket
net.minecraft.network.play.server.SPacketWorldBorder,net.minecraft.network.play.server.SWorldBorderPacket
net.minecraft.network.play.server.SPacketWorldBorder.Action,net.minecraft.network.play.server.SWorldBorderPacket.Action
net.minecraft.network.rcon.RConThreadBase,net.minecraft.network.rcon.RConThread
net.minecraft.network.rcon.RConThreadClient,net.minecraft.network.rcon.ClientThread
net.minecraft.network.rcon.RConThreadMain,net.minecraft.network.rcon.MainThread
net.minecraft.network.rcon.RConThreadQuery,net.minecraft.network.rcon.QueryThread
net.minecraft.network.rcon.RConThreadQuery.Auth,net.minecraft.network.rcon.QueryThread.Auth
net.minecraft.network.status.INetHandlerStatusClient,net.minecraft.client.network.status.IClientStatusNetHandler
net.minecraft.network.status.INetHandlerStatusServer,net.minecraft.network.status.IServerStatusNetHandler
net.minecraft.network.status.client.CPacketPing,net.minecraft.network.status.client.CPingPacket
net.minecraft.network.status.client.CPacketServerQuery,net.minecraft.network.status.client.CServerQueryPacket
net.minecraft.network.status.server.SPacketPong,net.minecraft.network.status.server.SPongPacket
net.minecraft.network.status.server.SPacketServerInfo,net.minecraft.network.status.server.SServerInfoPacket
net.minecraft.particles.Particles,net.minecraft.particles.ParticleTypes
net.minecraft.pathfinding.NodeProcessor,net.minecraft.pathfinding.NodeProcessor
net.minecraft.pathfinding.PathNavigate,net.minecraft.pathfinding.PathNavigator
net.minecraft.pathfinding.PathNavigateClimber,net.minecraft.pathfinding.ClimberPathNavigator
net.minecraft.pathfinding.PathNavigateFlying,net.minecraft.pathfinding.FlyingPathNavigator
net.minecraft.pathfinding.PathNavigateGround,net.minecraft.pathfinding.GroundPathNavigator
net.minecraft.pathfinding.PathNavigateSwimmer,net.minecraft.pathfinding.SwimmerPathNavigator
net.minecraft.potion.Potion,net.minecraft.potion.Effect
net.minecraft.potion.PotionAbsorption,net.minecraft.potion.AbsorptionEffect
net.minecraft.potion.PotionAttackDamage,net.minecraft.potion.AttackDamageEffect
net.minecraft.potion.PotionEffect,net.minecraft.potion.EffectInstance
net.minecraft.potion.PotionEffectClassification,net.minecraft.potion.EffectType
net.minecraft.potion.PotionHealthBoost,net.minecraft.potion.HealthBoostEffect
net.minecraft.potion.PotionInstant,net.minecraft.potion.InstantEffect
net.minecraft.potion.PotionType,net.minecraft.potion.Potion
net.minecraft.potion.PotionUtil,net.minecraft.potion.EffectUtils
net.minecraft.profiler.DebugProfiler.DebugResultEntry,net.minecraft.profiler.DebugProfiler.IDebugResultEntry
net.minecraft.realms.RepeatedNarrator.Params,net.minecraft.realms.RepeatedNarrator.Parameter
net.minecraft.resources.AbstractResourcePack,net.minecraft.resources.ResourcePack
net.minecraft.resources.AsyncReloader,net.minecraft.resources.IAsyncReloader
net.minecraft.resources.AsyncReloaderImp,net.minecraft.resources.AsyncReloader.IStateFactory
net.minecraft.resources.AsyncReloaderImpl,net.minecraft.resources.AsyncReloader
net.minecraft.resources.IFutureReloadListener.Stage,net.minecraft.resources.IFutureReloadListener.IStage
net.minecraft.scoreboard.Team.EnumVisible,net.minecraft.scoreboard.Team.Visible
net.minecraft.server.CustomBossEvent,net.minecraft.server.CustomServerBossInfo
net.minecraft.server.CustomBossEvents,net.minecraft.server.CustomServerBossInfoManager
net.minecraft.server.management.UserListBans,net.minecraft.server.management.BanList
net.minecraft.server.management.UserListBansEntry,net.minecraft.server.management.ProfileBanEntry
net.minecraft.server.management.UserListEntryBan,net.minecraft.server.management.BanEntry
net.minecraft.server.management.UserListIPBans,net.minecraft.server.management.IPBanList
net.minecraft.server.management.UserListIPBansEntry,net.minecraft.server.management.IPBanEntry
net.minecraft.server.management.UserListOps,net.minecraft.server.management.OpList
net.minecraft.server.management.UserListOpsEntry,net.minecraft.server.management.OpEntry
net.minecraft.server.management.UserListWhitelist,net.minecraft.server.management.WhiteList
net.minecraft.server.management.UserListWhitelistEntry,net.minecraft.server.management.WhitelistEntry
net.minecraft.state.AbstractProperty,net.minecraft.state.Property
net.minecraft.state.AbstractStateHolder,net.minecraft.state.StateHolder
net.minecraft.state.properties.AttachFace,net.minecraft.state.properties.AttachFace
net.minecraft.state.properties.BambooLeaves,net.minecraft.state.properties.BambooLeaves
net.minecraft.state.properties.BedPart,net.minecraft.state.properties.BedPart
net.minecraft.state.properties.BellAttachment,net.minecraft.state.properties.BellAttachment
net.minecraft.state.properties.BlockStateProperties,net.minecraft.state.properties.BlockStateProperties
net.minecraft.state.properties.ChestType,net.minecraft.state.properties.ChestType
net.minecraft.state.properties.ComparatorMode,net.minecraft.state.properties.ComparatorMode
net.minecraft.state.properties.DoorHingeSide,net.minecraft.state.properties.DoorHingeSide
net.minecraft.state.properties.DoubleBlockHalf,net.minecraft.state.properties.DoubleBlockHalf
net.minecraft.state.properties.Half,net.minecraft.state.properties.Half
net.minecraft.state.properties.NoteBlockInstrument,net.minecraft.state.properties.NoteBlockInstrument
net.minecraft.state.properties.PistonType,net.minecraft.state.properties.PistonType
net.minecraft.state.properties.RailShape,net.minecraft.state.properties.RailShape
net.minecraft.state.properties.RedstoneSide,net.minecraft.state.properties.RedstoneSide
net.minecraft.state.properties.SlabType,net.minecraft.state.properties.SlabType
net.minecraft.state.properties.StairsShape,net.minecraft.state.properties.StairsShape
net.minecraft.state.properties.StructureMode,net.minecraft.state.properties.StructureMode
net.minecraft.stats.IStatFormater,net.minecraft.stats.IStatFormatter
net.minecraft.stats.StatList,net.minecraft.stats.Stats
net.minecraft.stats.StatisticsManagerServer,net.minecraft.stats.ServerStatisticsManager
net.minecraft.tileentity.CommandBlockBaseLogic,net.minecraft.tileentity.CommandBlockLogic
net.minecraft.tileentity.MobSpawnerBaseLogic,net.minecraft.world.spawner.AbstractSpawner
net.minecraft.tileentity.TileEntityAbstractFurnace,net.minecraft.tileentity.AbstractFurnaceTileEntity
net.minecraft.tileentity.TileEntityBanner,net.minecraft.tileentity.BannerTileEntity
net.minecraft.tileentity.TileEntityBarrel,net.minecraft.tileentity.BarrelTileEntity
net.minecraft.tileentity.TileEntityBeacon,net.minecraft.tileentity.BeaconTileEntity
net.minecraft.tileentity.TileEntityBeacon.BeamSegment,net.minecraft.tileentity.BeaconTileEntity.BeamSegment
net.minecraft.tileentity.TileEntityBed,net.minecraft.tileentity.BedTileEntity
net.minecraft.tileentity.TileEntityBell,net.minecraft.tileentity.BellTileEntity
net.minecraft.tileentity.TileEntityBlastFurnace,net.minecraft.tileentity.BlastFurnaceTileEntity
net.minecraft.tileentity.TileEntityBrewingStand,net.minecraft.tileentity.BrewingStandTileEntity
net.minecraft.tileentity.TileEntityCampfire,net.minecraft.tileentity.CampfireTileEntity
net.minecraft.tileentity.TileEntityChest,net.minecraft.tileentity.ChestTileEntity
net.minecraft.tileentity.TileEntityCommandBlock,net.minecraft.tileentity.CommandBlockTileEntity
net.minecraft.tileentity.TileEntityCommandBlock.Mode,net.minecraft.tileentity.CommandBlockTileEntity.Mode
net.minecraft.tileentity.TileEntityComparator,net.minecraft.tileentity.ComparatorTileEntity
net.minecraft.tileentity.TileEntityConduit,net.minecraft.tileentity.ConduitTileEntity
net.minecraft.tileentity.TileEntityDaylightDetector,net.minecraft.tileentity.DaylightDetectorTileEntity
net.minecraft.tileentity.TileEntityDispenser,net.minecraft.tileentity.DispenserTileEntity
net.minecraft.tileentity.TileEntityDropper,net.minecraft.tileentity.DropperTileEntity
net.minecraft.tileentity.TileEntityEnchantmentTable,net.minecraft.tileentity.EnchantingTableTileEntity
net.minecraft.tileentity.TileEntityEndGateway,net.minecraft.tileentity.EndGatewayTileEntity
net.minecraft.tileentity.TileEntityEndPortal,net.minecraft.tileentity.EndPortalTileEntity
net.minecraft.tileentity.TileEntityEnderChest,net.minecraft.tileentity.EnderChestTileEntity
net.minecraft.tileentity.TileEntityFurnace,net.minecraft.tileentity.FurnaceTileEntity
net.minecraft.tileentity.TileEntityHopper,net.minecraft.tileentity.HopperTileEntity
net.minecraft.tileentity.TileEntityJigsaw,net.minecraft.tileentity.JigsawTileEntity
net.minecraft.tileentity.TileEntityJukebox,net.minecraft.tileentity.JukeboxTileEntity
net.minecraft.tileentity.TileEntityLectern,net.minecraft.tileentity.LecternTileEntity
net.minecraft.tileentity.TileEntityLockable,net.minecraft.tileentity.LockableTileEntity
net.minecraft.tileentity.TileEntityLockableLoot,net.minecraft.tileentity.LockableLootTileEntity
net.minecraft.tileentity.TileEntityMobSpawner,net.minecraft.tileentity.MobSpawnerTileEntity
net.minecraft.tileentity.TileEntityPiston,net.minecraft.tileentity.PistonTileEntity
net.minecraft.tileentity.TileEntityShulkerBox,net.minecraft.tileentity.ShulkerBoxTileEntity
net.minecraft.tileentity.TileEntityShulkerBox.AnimationStatus,net.minecraft.tileentity.ShulkerBoxTileEntity.AnimationStatus
net.minecraft.tileentity.TileEntitySign,net.minecraft.tileentity.SignTileEntity
net.minecraft.tileentity.TileEntitySkull,net.minecraft.tileentity.SkullTileEntity
net.minecraft.tileentity.TileEntitySmoker,net.minecraft.tileentity.SmokerTileEntity
net.minecraft.tileentity.TileEntityStructure,net.minecraft.tileentity.StructureBlockTileEntity
net.minecraft.tileentity.TileEntityStructure.UpdateCommand,net.minecraft.tileentity.StructureBlockTileEntity.UpdateCommand
net.minecraft.tileentity.TileEntityTrappedChest,net.minecraft.tileentity.TrappedChestTileEntity
net.minecraft.util.CooldownTrackerServer,net.minecraft.util.ServerCooldownTracker
net.minecraft.util.DamageSourceNetherBed,net.minecraft.util.NetherBedDamageSource
net.minecraft.util.DefaultUncaughtExceptionHandlerWithName,net.minecraft.util.DefaultWithNameUncaughtExceptionHandler
net.minecraft.util.EntityDamageSourceIndirect,net.minecraft.util.IndirectEntityDamageSource
net.minecraft.util.EntitySelectors,net.minecraft.util.EntityPredicates
net.minecraft.util.EntitySelectors.ArmoredMob,net.minecraft.util.EntityPredicates.ArmoredMob
net.minecraft.util.EnumActionResult,net.minecraft.util.ActionResultType
net.minecraft.util.EnumBlockRenderType,net.minecraft.block.BlockRenderType
net.minecraft.util.EnumDirection8,net.minecraft.util.Direction8
net.minecraft.util.EnumFacing,net.minecraft.util.Direction
net.minecraft.util.EnumFacing.Axis,net.minecraft.util.Direction.Axis
net.minecraft.util.EnumFacing.AxisDirection,net.minecraft.util.Direction.AxisDirection
net.minecraft.util.EnumFacing.Plane,net.minecraft.util.Direction.Plane
net.minecraft.util.EnumHand,net.minecraft.util.Hand
net.minecraft.util.EnumHandSide,net.minecraft.util.HandSide
net.minecraft.util.HttpUtil,net.minecraft.util.HTTPUtil
net.minecraft.util.IntReferenceHolder,net.minecraft.util.IntReferenceHolder
net.minecraft.util.JsonUtils,net.minecraft.util.JSONUtils
net.minecraft.util.LevelBasedGraph,net.minecraft.world.lighting.LevelBasedGraph
net.minecraft.util.SectionDistanceGraph,net.minecraft.util.SectionDistanceGraph
net.minecraft.util.Util.EnumOS,net.minecraft.util.Util.OS
net.minecraft.util.WorldPosCallable,net.minecraft.util.IWorldPosCallable
net.minecraft.util.concurrent.RecursiveEventLoop,net.minecraft.util.concurrent.RecursiveEventLoop
net.minecraft.util.concurrent.SingleThreadTaskExecutor,net.minecraft.util.concurrent.ThreadTaskExecutor
net.minecraft.util.concurrent.TaskExecutor,net.minecraft.util.concurrent.ITaskExecutor
net.minecraft.util.concurrent.TaskQueue,net.minecraft.util.concurrent.ITaskQueue
net.minecraft.util.concurrent.TaskQueue.Priority,net.minecraft.util.concurrent.ITaskQueue.Priority
net.minecraft.util.concurrent.TaskQueue.RunnableWithPriority,net.minecraft.util.concurrent.ITaskQueue.RunnableWithPriority
net.minecraft.util.concurrent.TaskQueue.Single,net.minecraft.util.concurrent.ITaskQueue.Single
net.minecraft.util.math.RayTraceResult,net.minecraft.util.math.RayTraceResult
net.minecraft.util.math.RayTraceResult.Type,net.minecraft.util.math.RayTraceResult.Type
net.minecraft.util.math.shapes.IDoubleListMerger.Consumer,net.minecraft.util.math.shapes.IDoubleListMerger.IConsumer
net.minecraft.util.math.shapes.VoxelShape,net.minecraft.util.math.shapes.VoxelShape
net.minecraft.util.math.shapes.VoxelShapeArray,net.minecraft.util.math.shapes.VoxelShapeArray
net.minecraft.util.math.shapes.VoxelShapePart,net.minecraft.util.math.shapes.VoxelShapePart
net.minecraft.util.math.shapes.VoxelShapePart.FaceConsumer,net.minecraft.util.math.shapes.VoxelShapePart.IFaceConsumer
net.minecraft.util.math.shapes.VoxelShapePart.LineConsumer,net.minecraft.util.math.shapes.VoxelShapePart.ILineConsumer
